"drug.name","targets","pathways"
"Elotuzumab  |  HuLuc63 | Immunoglobulin G1, anti-(human protein CS1) (human-mouse HuLuc63 heavy chain), disulfide with human-mouse HuLuc63 kappa-chain, dimer | Immunoglobulin G1, anti-(human SLAM family member 7 (CD2-like receptor activating cytotoxic cells, CD319 antigen)), humanized mouse monoclonal HuLuc63 gamma-1 heavy chain (222-214')-disulfide with humanized mouse monoclonal HuLuc63 kappa light chain (228-228'';231-231'')-bisdisulfide dimer","SLAMF7",""
"Saxagliptin  |  (1S,3S,5S)-2-((2S)-Amino(3-hydroxytricyclo(3.3.1.13,7)dec-1-yl)acetyl)-2-azabicyclo(3.1.0)hexane-3-carbonitrile | BMS 477118 | BMS-477118 | Onglyza","DPP4",""
"Pertuzumab  |  2C4 Antibody | MOAB 2C4 | Monoclonal Antibody 2C4 | Omnitarg | rhuMAb-2C4","ERBB2","EGFR signaling | EGFR signaling | EGFR signaling | EGFR signaling"
"Rilonacept  |  Arcalyst | interleukin-1 (IL-1) trap","IL1B | IL1A | IL1RN",""
"Bazedoxifene  |  bazedoxifene/conjugated estrogens","ESR1",""
"Ambrisentan  |  (2S)-2-[(4,6-dimethylpyrimidin-2-yl)oxy]-3-methoxy- 3,3-diphenylpropanoic acid","EDNRB | EDNRA",""
"C1 Esterase Inhibitor (Human)  |  recombinant human C1 inhibitor","SERPING1",""
"Doxercalciferol  |  (1S,3R,5Z,7E,22E)-9,10-Secoergosta-5,7,10,22-tetraene-1,3-diol | 1-alpha-hydroxyergocalciferol | 1-Hydroxyergocalciferol | 1-Hydroxyvitamin D2 | 1alpha-hydroxyvitamin D2 | 1α-Hydroxyergocalciferol | Doxercalciferol | Doxercalciferolum","VDR",""
"Oxymetholone  |  17β-Hydroxy-2-hydroxymethylidene-17α-methyl-3-androstanone | Oximetolona | Oxymetholon | Oxymétholone | Oxymetholonum","AR | NPPB",""
"Armodafinil  |  (–)-2-[(R)-(diphenylmethyl)sulfinyl]acetamide | R-modafinil","SLC6A3",""
"Tyloxapol  |  NA","LPL",""
"Cangrelor  |  [dichloro-[[[(2R,3S,4R,5R)-3,4-dihydroxy-5-[6-(2-methylsulfanylethylamino)-2-(3,3,3-trifluoropropylsulfanyl)purin-9-yl]oxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]methyl]phosphonic acid","P2RY12",""
"Prucalopride  |  NA","HTR4",""
"Bevirimat  |  PA-457 | YK-FH312","gag-pol",""
"Pazopanib  |  GW 78603 | GW786034 | Pazopanibum","FLT4 | FLT1 | PDGFRB | KDR | KIT | FGF1 | PDGFRA | ITK | FGFR3 | SH2B3","RTK signaling | other"
"Agomelatine  |  Valdoxan","MTNR1B | MTNR1A | HTR2C",""
"Panobinostat  |  (2E)-N-hydroxy-3-[4-({[2-(2-methyl-1H-indol-3-yl)ethyl]amino}methyl)phenyl]acrylamide | panobinostat","HDAC9 | HDAC8 | HDAC1 | HDAC2 | HDAC3 | HDAC6 | HDAC4 | HDAC5 | HDAC7 | HDAC10","chromain  histone acetylation | chromain  histone acetylation"
"Apixaban  |  Apixabanum | BMS 562247-01 | BMS-562247 | BMS-562247-01 | Eliquis","F10",""
"Mepolizumab  |  NA","IL5",""
"Peramivir  |  NA","NA | NA",""
"Bosutinib  |  4-((2,4-Dichloro-5-methoxyphenyl)amino)-6-methoxy-7-(3-(4-methyl-1-piperazinyl)propoxy)-3-quinolinecarbonitrile | Bosulif® | Bosutinib | Bosutinib Monohydrate | SKI 606 | SKI-606","ABL1 | SRC | MAP2K1 | CDK2 | HCK | LYN | CAMK2G | BCR | MAP2K2 | MAP3K2","mitosis | ABL signaling | cell cycle"
"Flupirtine  |  Flupirtine","ADRA2A",""
"Axitinib  |  NA","FLT4 | FLT1 | KDR","RTK signaling | other"
"Dalfampridine  |  4-Aminopyridine | 4-AP | 4-Pyridinamine | 4-Pyridylamine | Ampyra | Avitrol | Dalfampridine | EL-970 | Fampridina | Fampridine | Fampridine-SR | Fampridinum | gamma-Aminopyridine | N07XX07 | P-Aminopyridine","KCNA1 | KCND2 | KCND3 | KCNA4 | KCNA2 | KCNA3 | KCNA5 | KCNA6 | KCNA7 | KCNA10 | KCNB1 | KCNB2 | KCNC1 | KCNC2 | KCNC3 | KCND1",""
"Denosumab  |  NA","TNFSF11",""
"Ofatumumab  |  HuMax-CD20 | Ofatumumab | Ofatumumabum","MS4A1",""
"Liraglutide  |  Arg34Lys26-(N-ε-(γ-Glu(N-α-hexadecanoyl)))-GLP-1[7-37] | Liraglutida | Liraglutide recombinant | Liraglutidum | N²⁶-(hexadecanoyl-gamma-glutamyle)-[34-arginine]GLP-1-(7-37)-peptide | N²⁶-(N-Hexadecanoyl-L-gamma-glutamyl)-[34-L-arginine]glucagon-like peptide 1-(7-37)-peptide  | NN 2211 | NN-2211 | NN2211 | NNC 90-1170 | Victoza","GLP1R",""
"Pasireotide  |  cyclo((4R)-4-(2-Aminoethylcarbamoyloxy)-L-prolyl-L-phenylglycyl-D-tryptophyl-L-lysyl-4-O-benzyl-L-tyrosyl-L- phenylalanyl-) | Pasireotida | Pasireotidum | SOM 230 | SOM-230 | SOM230","SSTR1 | SSTR5 | SSTR2 | SSTR3",""
"golimumab  |  NA","TNF",""
"Esmirtazapine  |  (S)-1,2,3,4,10,14b-hexahydro-2-methylpyrazino(2,1-a)pyrido(2,3-c)(2)benzazepine","HRH1 | ADRA2A | ADRA2B | ADRA2C | HTR2A | HTR2B | HTR2C",""
"Belatacept  |  BMS-224818 | BMS224818 | CD152 antigen | CTLA4-Ig | LEA 29Y | LEA29Y","CD86 | CD80",""
"Vilazodone  |  Vilazodona | Vilazodonum","HTR1A",""
"Sipuleucel-T  |  Sipuleucel-T | Sipuleucel-T | Sipuleucel-T","ACPP",""
"Ethanolamine Oleate  |  beta-Hydroxyethylammonium oleate | Ethamolin | Ethanolamine oleate | Monoethanolamine oleate | Oldamin","F12",""
"Mepyramine  |  Mepyramine | N-(P-Methoxybenzyl)-n',n'-dimethyl-N-(alpha-pyridyl)ethylenediamine | N-[(4-Methoxyphenyl)methyl]-n',n'-dimethyl-N-2-pyridinyl-1,2-ethanediamine | N',n'-dimethyl-N-(P-methoxybenzyl)-N-(2-pyridyl)ethylenediamine | Pyranisamine | pyrilamine","HRH1",""
"Aprotinin  |  Aprotinin (bovine) | Aprotinin Biosynthetic | Aprotinin Bovine | Aprotinin Concentrated Solution | Bovine Aprotinin | Bovine Pancreatic Trypsin Inhibitor | BPTI | Fibrinolysis Inhibitor | Trypsin Inhibitor, Pancreatic Basic","PLG | KLK1 | PRSS1 | CTRB1",""
"Mevastatin  |  Compactin","HMGCR",""
"Xylometazoline  |  Balminil | Xylomethazoline","ADRA2A | ADRA2C | ADRA1A | ADRA2B | ADRA1B | ADRA1D",""
"Dabigatran etexilate  |  Dabigatran  | Ethyl 3-[[[4-[[[(hexyloxyl)carbonyl]amino]iminomethyl]phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl](pyridin-2-yl)amino] propanoate","F2",""
"Arbekacin  |  ABK | Arbekacina | Arbekacine | Arbekacinum | Habekacin | Haberacin","rpsL",""
"Betahistine  |  [2-(2-Pyridyl)ethyl]methylamine | 2-(beta-Methylaminoethyl)pyridine | 2-[2-(Methylamino)ethyl]pyridine | Betahistina | Betahistinum | N-Methyl-2-(2-pyridinyl)ethanamine | N-Methyl-2-pyridineethanamine","HRH1 | HRH3",""
"Degarelix  |  NA","GNRHR",""
"Desvenlafaxine  |  Desvenlafaxine | O-desmethylvenlafaxine | ODV | Pristiq","SLC6A2 | SLC6A4",""
"Dexmethylphenidate  |  d-threo-methylphenidate | D-TMP | Dexmethylphenidate","SLC6A2 | SLC6A3 | SLC6A4",""
"Fesoterodine  |  FESO | Fesoterodine","CHRM3 | CHRM1 | CHRM5 | CHRM4 | CHRM2",""
"Isometheptene  |  Isometheptene","SLC18A2 | ADRA1A",""
"Levonordefrin  |  alpha-Methylnoradrenaline | alpha-methylnorepinephrine  | Corbadrine | Neo-cobefrin | α-methylnorepinephrine","SLC6A2 | ADRA1A",""
"Methacholine  |  Acetyl-beta-methylcholine | Acetylmethylcholine | MCh | Methacholine","CHRM3",""
"Methyltestosterone  |  17-beta-Hydroxy-17-methylandrost-4-en-3-one | 17-methyltestosterone | 17(alpha)-Methyl-delta(4)-androsten-17(beta)-ol-3-one | 17alpha-Methyl-3-oxo-4-androsten-17beta-ol | 17alpha-Methyl-delta(4)-androsten-17beta-ol-3-one | 17alpha-Methyltestosterone | 17beta-Hydroxy-17-methylandrost-4-en-3-one | 17α-methyl-Δ4-androsten-17β-ol-3-one | 17α-methyltestosterone | 4-Androstene-17alpha-methyl-17beta-ol-3-one | Android | Methyltestosterone | Methyltestosteronum | Metiltestosterona | NSC-9701 | Testred | Virilon","AR",""
"Naphazoline  |  Nafazolin","ADRA2A | ADRA1A",""
"Nilvadipine  |  Nivadil","CACNA1C | CACNA2D1 | CACNB2 | CACNA1S | CACNA1D | CACNA2D3",""
"Norelgestromin  |  17-Deacetylnorgestimate | 17-Deacylnorgestimate | 18-Methylnorethindrone oxime | D-Norgestrel 3-oxime | Deacetylnorgestimate | Levonorgestrel 3-oxime | Levonorgestrel oxime | Norplant 3-oxime","PGR",""
"Propylhexedrine  |  NA","SLC18A2 | TAAR1",""
"Fospropofol  |  Fospropofol","GABRB3 | GABRB2",""
"Buserelin  |  (Des-Gly10,D-Ser(tBu)6,Pro-NHEt9)-LHRH | D-Ser(Tbu)6EA10LHRH | Etilamide | Tiloryth","LHCGR | GNRHR",""
"Velaglucerase alfa  |  Imiglucerase | VPRIV","GBA",""
"Lornoxicam  |  Chlortenoxicam | Lornoxicamum","PTGS1 | PTGS2",""
"Bufuralol  |  Bufuralolum","ADRB1 | ADRB2 | ADRB3",""
"Sulfaphenazole  |  1-Phenyl-5-sulfanilamidopyrazole | 3-(P-Aminobenzenesulfonamido)-2-phenylpyrazole | 5-Sulfanilamido-1-phenylpyrazole | N'-(1-phenylpyrazol-5-yl)sulfanilamide | N(1)-(1-Phenylpyrazol-5-yl)sulfanilamide | Sulfabid | Sulfafenazol | Sulfafenazolo | Sulfaphenazol | Sulfaphenazolum | Sulphaphenazole","folP",""
"Bafilomycin A1  |  NA","ATP6V1A",""
"Bafilomycin B1  |  Setamycin","ATP6V1A",""
"Ketobemidone  |  Cetobemidona | Cetobemidone | Cetobemidonum | Cliradon | Cymidon | Ketobemidone | Ketodur | Ketogan | Ketorax","OPRD1 | OPRK1 | OPRM1 | GRIN1 | GRIN2A | GRIN2B | GRIN2C | GRIN2D | GRIN3A | GRIN3B",""
"Gavestinel  |  NA","GRIN1 | GRIN2A | GRIN2B | GRIN2C | GRIN2D | GRIN3A | GRIN3B",""
"Drotaverine  |  Drotaverin | Drotin","CACNA1C | PDE4A",""
"Tetryzoline  |  (RS)-2-(1,2,3,4-tetrahydronaphthalen-1-yl)-4,5-dihydro-1H-imidazole | Tetrahydrozoline | Tetrizolina | Tetryzolin | Tétryzoline | Tetryzolinum","ADRA1A",""
"Alcaftadine  |  6,11-Dihydro-11-(1-Methyl-4-piperidinylidene)-5H-iMidazo[2,1-b][3]benzazepine-3-carboxaldehyde | Alcaftadina | Alcaftadinum | Lastacaft | Vilasta","HRH1",""
"Besifloxacin  |  Besifloxacin | SS734","gyrA | parC | gyrA | parC",""
"Cabazitaxel  |  Cabazitaxelum | Taxoid XRP6258 | TXD258 | XRP6258","TUBB1 | TUBA4A",""
"Capsaicin  |  NA","TRPV1",""
"Carglumic Acid  |  (2S)-2-(Carbamoylamino)pentanedioic acid | (S)-2-ureidopentanedioic acid | Acide carglumique | Acido carglumico | Acidum carglumicum | Carbaglu | Carbamino-L-glutamic acid | Carbamylglutamic acid | L-N-Carbamoylglutamic acid | N-Carbamoyl-L-Glutamic Acid | N-Carbamyl-L-glutamate | N-Carbamylglutamate | Ureidoglutaric acid","CPS1",""
"Chenodeoxycholic acid  |  3alpha,7alpha-Dihydroxy-5beta-cholanic acid | 7alpha-Hydroxylithocholic acid | Anthropodeoxycholic acid | Anthropodesoxycholic acid | CDCA | Chenic acid | Chenix | Chenocholic acid | Chenodeoxycholic acid | Chenodesoxycholic acid | Chenodiol | Gallodesoxycholic acid","NR1H4",""
"Dalteparin  |  Daltepariininatrium | Dalteparin sodium | Dalteparin sodná sůl | Dalteparin Sodyum | Dalteparin-nátrium | Dalteparina sódica | Daltéparine sodique | Dalteparinnatrium | Dalteparino natrio druska | Dalteparinum Natricum | Dalteparyna sodowa | Heparin Fragment KABI 2165 | Tedelparin","VEGFA | SERPINC1 | TFPI | SELP",""
"Difluprednate  |  DFBA | Difluoroprednisolone butyrate acetate | Durezol","NR3C1",""
"Ganirelix  |  NA","GNRHR",""
"Halcinonide  |  (4aS,4bR,5S,6aS,6bS,9aR,10aS,10bS)-6b-(chloroacetyl)-4b-fluoro-5-hydroxy-4a,6a,8,8-tetramethyl-3,4,4a,4b,5,6,6a,6b,9a,10,10a,10b,11,12-tetradecahydro-2H-naphtho[2',1':4,5]indeno[1,2-d][1,3]dioxol-2-one | Halcinonid | Halcinonida | Halcinonide | Halcinonidum","SMO","other | other"
"Hydroxyprogesterone caproate  |  17alpha-Caproyloxypregn-4-ene-3,20-dione | Delalutin | Hydroxyprogesterone | Makena | Oxiprogesterone Caproate | Primolut depot","PGR",""
"Lanreotide  |  Lanreotide | Lanreotide acetate | Somatuline Depot","SSTR5 | SSTR2",""
"Mafenide  |  4-(aminomethyl)benzenesulfonamide | 4-Homosufanilamide | Bensulfamide | Maphenidum","CA6",""
"Methylnaltrexone  |  MNTX","OPRK1 | OPRM1",""
"Nepafenac  |  2-amino-3-Benzoylbenzeneacetamide | AHR 9434 | AHR-9434 | AL 6515 | AL-6515 | Amfenac amide | Nepafenaco | Nepafenacum | Nevanac","PTGS1 | PTGS2",""
"Plerixafor  |  AMD3100 | LM3100 | Mozobil","CXCR4",""
"Pralatrexate  |  (2S)-2-((4-((1RS)-1-((2,4-diaminopteridin-6-yl)methyl)but-3-ynyl)benzoyl)amino)pentanedioic acid | (2S)-2-({4-[1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl]benzoyl}amino)pentanedioic acid | 10-Propargyl-10-deazaaminopterin | Folotyn | HSDB 7786 | N-(4-(1-((2,4-Diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-L-glutamic acid | PDX | Pralatrexato | Pralatrexatum","TYMS | DHFR",""
"Raltegravir  |  MK-0518 | RAL","pol",""
"Tinzaparin  |  Tinzaparin sodium","SERPINC1 | ITGA4 | CXCL12",""
"Triptorelin  |  (6-D-Tryptophan)luteinizing hormone-releasing hormone	 | (D-Trp6)-GnRH	 | Luteinizing hormone-releasing factor (pig), 6-D-tryptophan | pGlu-His-Trp-Ser-Tyr-D-Trp-Leu-Arg-Pro-Gly-NH2	 | triptorelina | triptoreline | triptorelinum","GNRHR",""
"5-[2-(1H-pyrrol-1-yl)ethoxy]-1H-indole  |  NA","LTA4H",""
"4-BROMO-3-(CARBOXYMETHOXY)-5-[3-(CYCLOHEXYLAMINO)PHENYL]THIOPHENE-2-CARBOXYLIC ACID  |  NA","PTPN1",""
"(1-HYDROXYHEPTANE-1,1-DIYL)BIS(PHOSPHONIC ACID)  |  NA","GGPS1",""
"2-((9H-PURIN-6-YLTHIO)METHYL)-5-CHLORO-3-(2-METHOXYPHENYL)QUINAZOLIN-4(3H)-ONE  |  NA","PIK3CG | PIK3CD",""
"2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL  |  NA","ESR2 | NCOA1",""
"1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE  |  NA","ESRRA",""
"N-(2-hydroxy-1,1-dimethylethyl)-1-methyl-3-(1H-pyrrolo[2,3-b]pyridin-2-yl)-1H-indole-5-carboxamide  |  NA","SYK","other"
"(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID  |  NA","CPB1",""
"N-(5-(4-CHLORO-3-(2-HYDROXY-ETHYLSULFAMOYL)- PHENYLTHIAZOLE-2-YL)-ACETAMIDE  |  NA","PIK3CG | PIK3C3",""
"(2R)-N~4~-hydroxy-2-(3-hydroxybenzyl)-N~1~-[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]butanediamide  |  NA","ADAMTS5",""
"methyl L-phenylalaninate  |  NA","F2 | pilE1",""
"diethyl [(1R)-1,5-diaminopentyl]boronate  |  NA","PRSS1",""
"D-phenylalanyl-N-[(1S)-4-{[amino(iminio)methyl]amino}-1-(chloroacetyl)butyl]-L-prolinamide  |  NA","F2",""
"(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one  |  NA","PDE4A | PDE4D",""
"2',5'-DIDEOXY-ADENOSINE 3'-MONOPHOSPHATE  |  NA","GNAS | ADCY2 | ADCY5",""
"4-[(7-OXO-7H-THIAZOLO[5,4-E]INDOL-8-YLMETHYL)-AMINO]-N-PYRIDIN-2-YL-BENZENESULFONAMIDE  |  NA","CDK2 | CCNA2","cell cycle"
"(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclopentylamino)ethanoyl)pyrrolidine-2-carboxamide  |  NA","F2 | PRSS1",""
"7-[3-(4-FLUORO-PHENYL)-1-ISOPROPYL-1H-INDOL-2-YL]-3,5-DIHYDROXY-HEPTANOIC ACID  |  NA","HMGCR",""
"5-[(3S)-3-(2-methoxybiphenyl-4-yl)but-1-yn-1-yl]-6-methylpyrimidine-2,4-diamine  |  NA","dfrB",""
"1-(1'-{[3-(methylsulfanyl)-2-benzothiophen-1-yl]carbonyl}spiro[1-benzofuran-3,4'-piperidin]-5-yl)methanamine  |  NA","TPSAB1",""
"1-[1'-(3-phenylacryloyl)spiro[1-benzofuran-3,4'-piperidin]-5-yl]methanamine  |  NA","TPSAB1",""
"(S)-N-(4-carbamimidoylbenzyl)-1-(2-(cyclohexylamino)ethanoyl)pyrrolidine-2-carboxamide  |  NA","F2 | PRSS1",""
"N-(pyridin-3-ylmethyl)aniline  |  NA","LTA4H | ppa",""
"4-[(3S)-1-AZABICYCLO[2.2.2]OCT-3-YLAMINO]-3-(1H-BENZIMIDAZOL-2-YL)-6-CHLOROQUINOLIN-2(1H)-ONE  |  NA","CHEK1","Genome integrity | cell cycle"
"N-cycloheptylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide  |  NA","F2 | PRSS1",""
"2-(2-HYDROXY-BIPHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE  |  NA","F2 | PLAU",""
"6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE  |  NA","PLAU",""
"6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE  |  NA","PLAU",""
"N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE  |  NA","PLAU",""
"N-cyclooctylglycyl-N-(4-carbamimidoylbenzyl)-L-prolinamide  |  NA","F2 | PRSS1",""
"N-ALLYL-5-AMIDINOAMINOOXY-PROPYLOXY-3-CHLORO-N-CYCLOPENTYLBENZAMIDE  |  NA","F2",""
"2-(2-chloropyridin-4-yl)-4-methyl-1H-isoindole-1,3(2H)-dione  |  NA","thyA",""
"6-(2-HYDROXY-CYCLOPENTYL)-7-OXO-HEPTANAMIDINE  |  NA","F2",""
"2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID  |  NA","CASP3",""
"2-(3-CARBOXYPROPIONYL)-6-HYDROXY-CYCLOHEXA-2,4-DIENE CARBOXYLIC ACID  |  NA","menC",""
"6-CARBAMIMIDOYL-2-[2-HYDROXY-6-(4-HYDROXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID  |  NA","F2",""
"6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID  |  NA","F2",""
"3,6,9,12,15,18-HEXAOXAICOSANE  |  NA","PIN1",""
"N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide  |  NA","F2",""
"1-[2-AMINO-2-CYCLOHEXYL-ACETYL]-PYRROLIDINE-3-CARBOXYLIC ACID 5-CHLORO-2-(2-ETHYLCARBAMOYL-ETHOXY)-BENZYLAMIDE  |  NA","F2",""
"17-HYDROXY-18A-HOMO-19-NOR-17ALPHA-PREGNA-4,9,11-TRIEN-3-ONE  |  NA","AR",""
"17-METHYL-17-ALPHA-DIHYDROEQUILENIN  |  NA","ESR1 | NCOA2",""
"1-((2-HYDROXYETHOXY)METHYL)-5-(PHENYLTHIO)PYRIMIDINE-2,4(1H,3H)-DIONE  |  NA","udp",""
"1-((2-HYDROXYETHOXY)METHYL)-5-(3-(BENZYLOXY)BENZYL)PYRIMIDINE-2,4(1H,3H)-DIONE  |  NA","udp",""
"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL  |  NA","gag-pol",""
"3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE  |  NA","ESR2 | NCOA1",""
"N-{5-[4-(4-METHYLPIPERAZIN-1-YL)PHENYL]-1H-PYRROLO[2,3-B]PYRIDIN-3-YL}NICOTINAMIDE  |  NA","CHEK1","Genome integrity | cell cycle"
"N,N-DIMETHYL-4-(4-PHENYL-1H-PYRAZOL-3-YL)-1H-PYRROLE-2-CARBOXAMIDE  |  NA","MAPK1",""
"1-[(2R)-2-aminobutanoyl]-N-(3-chlorobenzyl)-L-prolinamide  |  NA","F2",""
"5-(4'-AMINO-1'-ETHYL-5',8'-DIFLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLINE]-1-YLCARBONYL)PICOLINONITRILE  |  NA","NOS2",""
"(1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE  |  NA","DPP4",""
"(1Z)-2-HYDROXY-3-OXOHEX-1-EN-1-YL DIHYDROGEN PHOSPHATE  |  NA","mtnW",""
"1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-naphthalen-1-ylurea  |  NA","SRC | MAPK14","ABL signaling | ABL signaling | ABL signaling"
"1-[1-(3-aminophenyl)-3-tert-butyl-1H-pyrazol-5-yl]-3-phenylurea  |  NA","SRC","ABL signaling | ABL signaling | ABL signaling"
"4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE  |  NA","ESRRG | NRIP1",""
"N-BENZYLOXYCARBONYL-ALA-PRO-3-AMINO-4-PHENYL-BUTAN-2-OL  |  NA","apr",""
"3(S)-METHYLCARBAMOYL-7-SULFOAMINO-3,4-DIHYDRO-1H-ISOQUINOLINE-2-CARBOXYLIC ACID TERT-BUTYL ESTER  |  NA","PTPN1",""
"(13R,15S)-13-METHYL-16-OXA-8,9,12,22,24-PENTAAZAHEXACYCLO[15.6.2.16,9.1,12,15.0,2,7.0,21,25]HEPTACOSA-1(24),2,4,6,17(25),18,20-HEPTAENE-23,26-DIONE  |  NA","CDK2","cell cycle"
"3-(1H-tetrazol-5-ylmethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one  |  NA","blaCTX-M-9a",""
"(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE  |  NA","ERG11",""
"5-{[(4-AMINO-3-CHLORO-5-FLUOROPHENYL)SULFONYL]AMINO}-1,3,4-THIADIAZOLE-2-SULFONAMIDE  |  NA","CA2",""
"(5S)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-N-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide  |  NA","MAP2K1",""
"1-DECANE-SULFONIC-ACID  |  NA","sdsA1",""
"1-DODECANOL  |  NA","FAAH | sdsA1",""
"1-(4-fluorophenyl)-N-[3-fluoro-4-(1H-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide  |  NA","MET","RTK signaling | RTK signaling | RTK signaling | RTK signaling"
"3-[3-chloro-5-(5-{[(1S)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol  |  NA","PLK1","mitosis | mitosis"
"4-(2-amino-1-methyl-1H-imidazo[4,5-b]pyridin-6-yl)phenol  |  NA","ESR1 | NCOA2",""
"N-{2-[6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2,2-DIMETHYL-3-OXO-2,3-DIHYDRO-4H-1,4-BENZOTHIAZIN-4-YL]ETHYL}ACETAMIDE  |  NA","REN",""
"1-[4-(hydroxymethyl)phenyl]guanidine  |  NA","PRSS8",""
"2-(2-HYDROXY-CYCLOPENTYL)-PENT-4-ENAL  |  NA","CELA2A",""
"4-(1-methyl-1-phenylethyl)phenol  |  NA","ESRRG",""
"(1S,3aS,5aR,8aS)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid  |  NA","ptlH",""
"(5S,6S)-6-[(R)ACETOXYETH-2-YL]-PENEM-3-CARBOXYLATEPROPANE  |  NA","lepB",""
"(2S,3S,4E,6E,8S,9S)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid  |  NA","PPP2CA | PPP2R5C | PPP2R1A",""
"2-AMINO-4-HYDROXYPYRIMIDINE-5-CARBOXYLIC ACID ETHYL ESTER  |  NA","folB",""
"(2S)-3-(1-{[2-(2-CHLOROPHENYL)-5-METHYL-1,3-OXAZOL-4-YL]METHYL}-1H-INDOL-5-YL)-2-ETHOXYPROPANOIC ACID  |  NA","PPARG | NCOA1",""
"1-ethyl-N-(phenylmethyl)-4-(tetrahydro-2H-pyran-4-ylamino)-1H-pyrazolo[3,4-b]pyridine-5-carboxamide  |  NA","PDE4B",""
"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE  |  NA","gag-pol",""
"D-leucyl-N-(3-chlorobenzyl)-L-prolinamide  |  NA","F2",""
"UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE  |  NA","LYZ",""
"(2R,3R)-3-{[3,5-BIS(TRIFLUOROMETHYL)PHENYL]AMINO}-2-CYANO-3-THIOXOPROPANAMIDE  |  NA","",""
"1-({2-[2-(4-CHLOROPHENYL)ETHYL]-1,3-DIOXOLAN-2-YL}METHYL)-1H-IMIDAZOLE  |  NA","HMOX1",""
"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE  |  NA","NOS2",""
"(4-fluorophenyl)(pyridin-4-yl)methanone  |  NA","LTA4H",""
"2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE  |  NA","PRSS1",""
"D-phenylalanyl-N-(3-chlorobenzyl)-L-prolinamide  |  NA","F2",""
